marca,modelo,cod_fipe,Combus,novo_g,med16g,med15g,med14g,med13g,med12g,med11g,med10g,med09g,med08g,med07g,med06g,med05g,med04g,med03g,med02g,med01g,med00g,med99g,med98g,med97g,med96g,med95g,med94g,med93g,med92g,med91g,med90g,med89g,med88g,med87g,med86g,med85g,num_passag
Land Rover,Range Rover Vogue 3.6 TDV8 272cv Diesel,033043-4,DDD,,,,,,,,197285,169531,148089,132732,,,,,,,,,,,,,,,,,,,,,,,00005
Land Rover,Range Rover Vogue 4.4 Auto. SDV8 Diesel.,033083-3,DDD,645000,,569119,520049,489012,,,,,,,,,,,,,,,,,,,,,,,,,,,,,00005
Land Rover,Range Rover Vogue HSE 3.0 TDV6 Diesel,033097-3,DDD,495100,,,443935,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,00005
Land Rover,Range Rover Vogue SE 4.4 SDV8 Dies. Aut,033091-4,DDD,601550,,541521,503006,426119,,,,,,,,,,,,,,,,,,,,,,,,,,,,,00005
Land Rover,Range Rover Vogue SE SUPERCHAR. 5.0 V8,033061-2,GGG,628500,,547947,531627,442120,272041,221927,187980,,,,,,,,,,,,,,,,,,,,,,,,,,00005
Land Rover,Ranger R. Sport TECH S 3.0 SDV6 Diesel,033108-2,DDD,360475,,310088,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,00005
Lexus,CT200h  1.8 16V HIBRID Aut.,057034-6,GGG,146000,131021,126983,119149,105668,,,,,,,,,,,,,,,,,,,,,,,,,,,,,00005
Lexus,CT200h F-Sport 1.8 16V HIBRID Aut.,057035-4,GGG,,,,,139908,,,,,,,,,,,,,,,,,,,,,,,,,,,,,00005
Lexus,ES-300 3.0,057020-6,GGG,,,,,,,,,,,,,,,38443,36902,27087,26064,20763,19510,18345,,17185,16656,16100,13950,12199,,,,,,,00005
Lexus,ES-330 3.3 24V 228cv,057027-3,GGG,,,,,,,,,,,,54420,52735,,,,,,,,,,,,,,,,,,,,,00005
Lexus,ES-350 3.5 24V 284cv,057028-1,GGG,253000,217720,197130,184760,170907,164523,151005,146182,124754,90040,83824,79831,,,,,,,,,,,,,,,,,,,,,,00005
Lexus,GS 300 3.0 V6 24V,057001-0,GGG,,,,,,,,,,,,,,,,,,,,,,23926,23175,22396,21705,,,,,,,,,00005
Lexus,IS-250 2.5 24V 208cv Aut.,057036-2,GGG,182000,,158944,150330,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,00005
Lexus,IS-250 F Sport 2.5 24V 208cv Aut.,057037-0,GGG,196000,,169410,164443,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,00005
Lexus,IS-300 3.0 24v 231cv Aut.,057030-3,GGG,,,,,148486,114818,,,,,,,,,,,,,,,,,,,,,,,,,,,,00005
Lexus,LS 400 4.0,057025-7,GGG,,,,,,,,,,,,,,,,,,45900,44182,32656,24705,,23195,22401,21710,18359,16576,,,,,,,00005
Lexus,LS 430 4.3 32V 281cv,057026-5,GGG,,,,,,,,,,,,140497,110666,,,,49675,,,,,,,,,,,,,,,,,00005
Lexus,LS 460 4.6 32V 347cv,057029-0,GGG,,,,,397306,366479,351439,318073,239851,222005,207328,,,,,,,,,,,,,,,,,,,,,,,00005
Lexus,LS-460L 4.6 V8 32v 347cv Aut.,057031-1,GGG,647495,581457,548656,473216,405129,385565,,,,,,,,,,,,,,,,,,,,,,,,,,,,00005
Lexus,NX-200t F-Sport 2.0 16v 238cv Aut.,057039-7,GGG,242945,217557,207500,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,00005
Lexus,NX-200t Luxury 2.0 16V 238cv Aut.,057038-9,GGG,220885,197559,189952,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,00005
Lexus,RX 300 3.0 V6 24V,057002-8,GGG,,,,,,,,,,,,,,,,45207,43357,40648,37686,,,,,,,,,,,,,,,00005
Lexus,RX-350 3.5 24v 277cv Aut.,057032-0,GGG,267000,,242334,219272,183073,,,,,,,,,,,,,,,,,,,,,,,,,,,,,00005
Lexus,RX-350 F-Sport 3.5 24V 277cv Aut.,057033-8,GGG,279000,,252585,230821,195002,,,,,,,,,,,,,,,,,,,,,,,,,,,,,00005
Lexus,SC 400 4.0 V8,057003-6,GGG,,,,,,,,,,,,,,,,,,,,,,,35959,34747,29495,,,,,,,,,00005
LIFAN,320 ELITE 1.3 16V 88cv 5p,077001-9,GGG,,,,,,21727,19366,18661,18059,,,,,,,,,,,,,,,,,,,,,,,,,00005
LIFAN,530 1.5 16V 103cv 4p,077005-1,GGG,42490,,35429,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,00005
LIFAN,530 TALENT 1.5 16V 103cv 4p,077006-0,GGG,43990,,37312,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,00005
LIFAN,620 TALENT 1.6 16V 106cv 4p,077002-7,GGG,,,,,,27845,23715,22136,21443,,,,,,,,,,,,,,,,,,,,,,,,,00005
LIFAN,FOISON 1.3 16V 85cv 2p,077004-3,GGG,38573,35701,34520,32255,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,00002
LIFAN,X60 1.8 16V 128cv 5p Mec.,077003-5,GGG,62823,55948,51516,45670,41940,,,,,,,,,,,,,,,,,,,,,,,,,,,,,00005
LOBINI,H1 1.8 20V Turbo 180cv 2p,063001-2,GGG,,,,,,,,,,93593,86715,83574,80208,,,,,,,,,,,,,,,,,,,,,00002
Lotus,Elan S-2 1.6 16V,047001-5,GGG,,,,,,,,,,,,,,,,,,,,,,,30243,,,,,,,,,,,00002
Lotus,Esprit S-4 2.2 16V,047002-3,GGG,,,,,,,,,,,,,,,,,,,,,,,108759,,,,,,,,,,,00002
Mahindra,PIK-UP CD 2.2 4X2 (diesel) Mec.,065007-2,DDD,70440,,,61878,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,00005
Mahindra,PIK-UP CD 2.2 4X4 (diesel) Mec.,065005-6,DDD,81900,,,71471,57743,,,,,,,,,,,,,,,,,,,,,,,,,,,,,00005
Mahindra,PIK-UP CS 2.2 4X2 (diesel) Mec.,065006-4,DDD,59445,,,52529,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,00002
Mahindra,PIK-UP CS 2.2 4X4 (diesel) Mec.,065004-8,DDD,64850,,,53324,47228,,,,,,,,,,,,,,,,,,,,,,,,,,,,,00003
Mahindra,SCORPIO 2.6 CD TB Diesel CRDe 4x4,065003-0,DDD,,,,,,52992,47675,45065,40281,38956,,,,,,,,,,,,,,,,,,,,,,,,00005
Mahindra,SCORPIO 2.6 CS/ Chassi TB Dies. CRDe 4x4,065002-1,DDD,,,,,,49551,43619,40609,36002,32313,,,,,,,,,,,,,,,,,,,,,,,,00002
Mahindra,SCORPIO GLX SUV 2.6 TB Diesel CRDe 4WD,065001-3,DDD,,,,,,60346,56846,49589,41735,39012,,,,,,,,,,,,,,,,,,,,,,,,00007
Mahindra,SUV 2.2 4x4 (diesel) Mec.,065008-0,DDD,97900,,77161,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,00007
Maserati,222 SE/SR 2.0 V6,034003-0,GGG,,,,,,,,,,,,,,,,,,,,,,,,32248,26917,23381,,,,,,,,00004
Maserati,228,034004-9,GGG,,,,,,,,,,,,,,,,,,,,,,,,34291,29037,24979,,,,,,,,00005
Maserati,3200 GT Cupê,034001-4,GGG,,,,,,,,,,,,,,,,,114634,111248,99208,,,,,,,,,,,,,,,00004
Maserati,3200 GT Cupê Aut.,034011-1,GGG,,,,,,,,,,,,,,,,127532,117006,112165,101012,,,,,,,,,,,,,,,00005
Maserati,430 2.0 V6,034005-7,GGG,,,,,,,,,,,,,,,,,,,,,,,,32505,27084,21794,,,,,,,,00005
Maserati,430 II 2.0 V6,034006-5,GGG,,,,,,,,,,,,,,,,,,,,,,,,34066,29216,24547,,,,,,,,00005
Maserati,Coupé CC 4.2 V8 32V 390cv,034012-0,GGG,,,,,,,,,,,,222676,197497,175458,169455,156761,,,,,,,,,,,,,,,,,,00004
Maserati,Ghibli 2.0 V6,034007-3,GGG,,,,,,,,,,,,,,,,,,,,,,,,42653,36156,,,,,,,,,00004
Maserati,Ghibli 3.0 V6 330cv Aut.,034027-8,GGG,590000,,,501143,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,00005
Maserati,Ghibli S Q4 3.0 V6 410cv Aut.,034026-0,GGG,690000,,,552085,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,00005
Maserati,Gran Turismo Sport 4.7 V8 32v 460cv,034028-6,GGG,978247,,830896,794699,750141,,,,,,,,,,,,,,,,,,,,,,,,,,,,,00002
Maserati,GranCabrio 4.7 V8 32V 440cv,034023-5,GGG,1010000,,872950,846125,752898,658459,548601,479858,,,,,,,,,,,,,,,,,,,,,,,,,,00005
Maserati,GranSport 4.2 V8 32V 400cv,034016-2,GGG,,,,,,,,,,,273221,231840,186734,,,,,,,,,,,,,,,,,,,,,00002
Maserati,GranSport Spyder 4.2 V8 32V 400cv,034017-0,GGG,,,,,,,,,,,,237828,,,,,,,,,,,,,,,,,,,,,,00002
Maserati,GranTurismo 4.2 V8 32V 405cv,034018-9,GGG,,,,,,,547763,476449,416524,338220,,,,,,,,,,,,,,,,,,,,,,,,00004
Maserati,GranTurismo MC Stradale 4.7 V8 32V 450cv,034024-3,GGG,,,,,,664515,,,,,,,,,,,,,,,,,,,,,,,,,,,,00002
Maserati,GranTurismo S 4.7 V8 32V/ MC Line,034021-9,GGG,,,,,753482,572145,552120,477335,419825,,,,,,,,,,,,,,,,,,,,,,,,,00005
Maserati,Quattroporte Automatica 4.2 32V 400cv,034019-7,GGG,,,,,,,544390,413577,326895,263548,,,,,,,,,,,,,,,,,,,,,,,,00005
Maserati,Quattroporte Evolucione Aut.,034002-2,GGG,,,,,,,,,,,,,,,,,113608,92196,87749,,,,,,,,,,,,,,,00004
Maserati,Quattroporte Evolucione Mec.,034010-3,GGG,,,,,,,,,,,,,,,,,91814,79380,,,,,,,,,,,,,,,,00005
Maserati,Quattroporte Executive 4.2 32V 400cv,034014-6,GGG,,,,,,,,,,280593,238145,230120,193861,179667,,,,,,,,,,,,,,,,,,,,00005
Maserati,Quattroporte GTS 3.8 V8 32V 530cv,034025-1,GGG,1165000,,,805615,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,00004
Maserati,Quattroporte S 4.7 V8 32V 430cv,034020-0,GGG,,,,,687309,628256,561829,501449,454831,,,,,,,,,,,,,,,,,,,,,,,,,00005
Maserati,Quattroporte Sport 4.2 32V 400cv/430cv,034015-4,GGG,,,,,,554757,,,,288086,261380,243705,234125,200784,,,,,,,,,,,,,,,,,,,,00005
Maserati,Quattroporte Sport GT-S 4.7 V8 32V 440cv,034022-7,GGG,,,,,,,635013,,,,,,,,,,,,,,,,,,,,,,,,,,,00005
Maserati,Shamal 3.2 V8,034008-1,GGG,,,,,,,,,,,,,,,,,,,,,,,,62681,59572,46559,,,,,,,,00002
Maserati,Spider IE 2.0 V6,034009-0,GGG,,,,,,,,,,,,,,,,,,,,,,,,41011,35173,26680,,,,,,,,00002
Maserati,Spyder CC 4.2 V8 32V 390cv,034013-8,GGG,,,,,,,,,,,,260184,239887,194660,159844,151174,,,,,,,,,,,,,,,,,,00002
Matra,Pick-Up 4x2 Curto/Longo 2.5 TDI Diesel,058001-5,DDD,,,,,,,,,,,,,,19582,18224,16626,,,,,,,,,,,,,,,,,,00002
Matra,Pick-Up 4x4 Curto/Longo 2.5 TDI  Diesel,058002-3,DDD,,,,,,,,,,,,,,20305,19323,17979,,,,,,,,,,,,,,,,,,00002
Matra,Pick-Up CD 4x2 Curto/Longo 2.5 TDI Dies.,058003-1,DDD,,,,,,,,,,,,,,25575,24467,,,,,,,,,,,,,,,,,,,00005
Matra,Pick-Up CD 4x4 Curto/Longo 2.5 TDI Dies.,058004-0,DDD,,,,,,,,,,,,,,29281,28392,,,,,,,,,,,,,,,,,,,00005
Mazda,323 1.6 16V,020018-2,GGG,,,,,,,,,,,,,,,,,,,,,,,7325,5945,,,,,,,,,,00005
Mazda,626 GLX,020001-8,GGG,,,,,,,,,,,,,,,,,,,13959,11126,9849,8908,8302,7851,6121,,,,,,,,,00005
Mazda,626 GT,020002-6,GGG,,,,,,,,,,,,,,,,,,,,,,,11778,9201,6820,,,,,,,,,00005
Mazda,626 Sedan Aut.,020022-0,GGG,,,,,,,,,,,,,,,,,,17839,,,,,,,,,,,,,,,,00005
Mazda,626 Sedan High,020014-0,GGG,,,,,,,,,,,,,,,,,,17873,,,,,,,,,,,,,,,,00005
Mazda,626 Sedan Mec.,020013-1,GGG,,,,,,,,,,,,,,,,,,12155,,,,,,,,,,,,,,,,00005
Mazda,626 Sedan Top,020015-8,GGG,,,,,,,,,,,,,,,,,,17901,,,,,,,,,,,,,,,,00005
Mazda,626 SW,020016-6,GGG,,,,,,,,,,,,,,,,,,14269,13062,12172,,,,,,,,,,,,,,00005
Mazda,626 SW High,020017-4,GGG,,,,,,,,,,,,,,,,,,15776,14381,,,,,,,,,,,,,,,00005
Mazda,929 V6 Aut,020003-4,GGG,,,,,,,,,,,,,,,,,,,,,,,16504,14792,13948,13343,,,,,,,,00005
Mazda,B2200 Pick-Up 2.2 Diesel,020007-7,DDD,,,,,,,,,,,,,,,,,,,,,,,11566,10641,9413,,,,,,,,,00002
Mazda,B2200 Pick-Up CD 2.2 Diesel,020008-5,DDD,,,,,,,,,,,,,,,,,,,,,,,12479,11152,9661,,,,,,,,,00005
Mazda,B-2500 Pick-Up 2.5 Diesel,020010-7,DDD,,,,,,,,,,,,,,,,,,18767,17884,16809,,,,,,,,,,,,,,00003
Mazda,B-2500 Pick-Up 4x4 2.5 Diesel,020025-5,DDD,,,,,,,,,,,,,,,,,,23893,21691,17688,,,,,,,,,,,,,,00002
Mazda,B-2500 Pick-Up CD 4x4 2.5 Diesel,020011-5,DDD,,,,,,,,,,,,,,,,,,25078,23888,21190,,,,,,,,,,,,,,00005
Mazda,Millenia 3.0 V6 24V,020019-0,GGG,,,,,,,,,,,,,,,,,,,,,18058,14256,,,,,,,,,,,,00005
Mazda,MPV Minivan Aut,020004-2,GGG,,,,,,,,,,,,,,,,,,22998,22125,20233,15111,13817,13388,11574,11210,9023,,,,,,,,00005
Mazda,MX-3 1.6 16V,020005-0,GGG,,,,,,,,,,,,,,,,,,,,15147,14331,13494,12955,11586,8249,7716,,,,,,,,00003
Mazda,MX-3 GS 1.8 V6 24V,020020-4,GGG,,,,,,,,,,,,,,,,,,,,,,,16677,12408,,,,,,,,,,00003
Mazda,MX-5 Mec,020006-9,GGG,,,,,,,,,,,,,,,,,,,,,,,54919,50347,44373,36743,,,,,,,,00002
Mazda,Navajo LX 3.0 V6,020021-2,GGG,,,,,,,,,,,,,,,,,,,,,,,,,13352,10151,,,,,,,,00005
Mazda,Protegé Aut.,020023-9,GGG,,,,,,,,,,,,,,,,,,12994,11001,9867,,,8855,6928,6533,,,,,,,,,00005
Mazda,Protegé High,020024-7,GGG,,,,,,,,,,,,,,,,,,13807,12507,,,,,,,,,,,,,,,00005
Mazda,Protegé Mec.,020009-3,GGG,,,,,,,,,,,,,,,,,,,,7210,6907,6613,6290,5781,5506,4838,4509,,,,,,,00005
Mazda,RX 7 2.6 Turbo,020012-3,GGG,,,,,,,,,,,,,,,,,,,,,,,,50431,44985,,,,,,,,,00005
Mercedes-Benz,180-D Pick-Up/Furgão 2.4 Diesel,021060-9,DDD,,,,,,,,,,,,,,,,,,,,,,16033,15429,14401,11188,,,,,,,,,00003
Mercedes-Benz,180-D Van 2.4 Diesel,021061-7,DDD,,,,,,,,,,,,,,,,,,,,,,15978,14438,13615,10235,,,,,,,,,00012
Mercedes-Benz,190-E 2.3,021062-5,GGG,,,,,,,,,,,,,,,,,,,,,,,,,22956,21562,20710,20002,18199,17506,16737,15685,15100,00005
Mercedes-Benz,230-E 2.3,021063-3,GGG,,,,,,,,,,,,,,,,,,,,,,,,,23256,21658,20856,20021,,18241,,,,00005
Mercedes-Benz,260-E 2.6,021067-6,GGG,,,,,,,,,,,,,,,,,,,,,,,,,25431,24079,21332,,,,,,,00005
Mercedes-Benz,300-D 3.0 Diesel,021068-4,DDD,,,,,,,,,,,,,,,,,,,,,,,,,,19572,18489,,,,,,,00005
Mercedes-Benz,300-E 3.0,021069-2,GGG,,,,,,,,,,,,,,,,,,,,,,,,,30074,24094,23256,,,,,,,00005
Mercedes-Benz,300-SE 3.0/3.2,021045-5,GGG,,,,,,,,,,,,,,,,,,,,,,,,,31840,25739,24455,,,,,,,00005
Mercedes-Benz,300-SL 3.0,021070-6,GGG,,,,,,,,,,,,,,,,,,,,,,,,,56604,44756,35194,,,,,,,00004
Mercedes-Benz,300-TE Wagon 3.0,021071-4,GGG,,,,,,,,,,,,,,,,,,,,,,,35831,,,32546,,,,,,,,00005
Mercedes-Benz,500-E 5.0,021072-2,GGG,,,,,,,,,,,,,,,,,,,,,,,,,34818,33786,26291,,,,,,,00005
Mercedes-Benz,500-SEC/ SL,021047-1,GGG,,,,,,,,,,,,,,,,,,,,,,,,78244,67330,64833,60540,,,,,33478,,00005
Mercedes-Benz,500-SEL 5.0/ 5.6,021074-9,GGG,,,,,,,,,,,,,,,,,,,,,,,,,35775,34696,31496,29973,25608,24559,23685,21737,20262,00005
Mercedes-Benz,560-SEL 5.6,021075-7,GGG,,,,,,,,,,,,,,,,,,,,,,,,,,35162,33571,32354,31322,30342,29402,,,00005
Mercedes-Benz,C-180 1.6 Turbo 16V 156cv Aut.,021331-4,GGG,133933,120232,116520,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,00005
Mercedes-Benz,C-180 CGI Avantgarde 1.6 TB 16V Aut.,021308-0,GGG,144847,130474,119752,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,00005
Mercedes-Benz,C-180 CGI Classic 1.8 16V 156cv Aut.,021239-3,GGG,,,,,,74485,64776,,,,,,,,,,,,,,,,,,,,,,,,,,,00005
Mercedes-Benz,C-180 CGI Coupe 1.8 16V 156cv Aut.,021246-6,GGG,,,,,,90267,,,,,,,,,,,,,,,,,,,,,,,,,,,,00004
Mercedes-Benz,C-180 CGI Coupe Sport 1.6 TB 16V Aut.,021281-4,GGG,131500,,114187,105120,101846,,,,,,,,,,,,,,,,,,,,,,,,,,,,,00004
Mercedes-Benz,C-180 CGI Estate Avant. 1.6 TB 16V Aut.,021320-9,GGG,163250,144589,137934,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,00005
Mercedes-Benz,C-180 CGI Exclusive 1.6 TB 16V  Aut.,021307-1,GGG,146370,130233,119456,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,00005
Mercedes-Benz,C-180 CGI Sport 1.6 TB 16V 156cv Aut.,021280-6,GGG,,,,97700,84281,,,,,,,,,,,,,,,,,,,,,,,,,,,,,00005
Mercedes-Benz,C-180 CGI Touring 1.8 16V Aut.,021255-5,GGG,,,,,,97517,,,,,,,,,,,,,,,,,,,,,,,,,,,,00005
Mercedes-Benz,C-180 CGI Touring Sport 1.6 TB Aut.,021282-2,GGG,,,,109777,98779,,,,,,,,,,,,,,,,,,,,,,,,,,,,,00005
Mercedes-Benz,C-180 Classic/Classic Plus/Elegance,021001-3,GGG,,,,,,,,,,,,,,,,34399,30122,28332,26294,25501,22598,21894,19988,18313,14925,,,,,,,,,00005
Mercedes-Benz,C-180 Kompressor Classic 1.6 16V Aut.,021230-0,GGG,,,,,,,64279,62148,,,,,,,,,,,,,,,,,,,,,,,,,,00005
Mercedes-Benz,C-180 Kompressor Classic 1.8 16V 143cv,021151-6,GGG,,,,,,,,,,,46420,42329,40284,38967,36898,,,,,,,,,,,,,,,,,,,00005
Mercedes-Benz,C-200 Avantgarde 2.0 TB 16V 184cv Aut.,021310-1,GGG,162100,147100,139264,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,00005
Mercedes-Benz,C-200 CGI Avantgarde 1.8 16V 184cv Aut.,021233-4,GGG,,,,115257,101013,86585,75306,68707,,,,,,,,,,,,,,,,,,,,,,,,,,00005
Mercedes-Benz,C-200 CGI Sport 1.8 TB 16V 184cv Aut.,021234-2,GGG,,,,103399,,,87119,84376,,,,,,,,,,,,,,,,,,,,,,,,,,00005
Mercedes-Benz,C-200 CGI Touring Avantgarde 1.8 16V Aut,021237-7,GGG,,,,,,113601,109249,100705,,,,,,,,,,,,,,,,,,,,,,,,,,00005
Mercedes-Benz,C-200 Classic/Sport,021076-5,GGG,,,,,,,,,,,,,,,,,,,,,,,19829,18727,14885,,,,,,,,,00005
Mercedes-Benz,C-200 Kompressor 2.0 V6 16v 4p Aut.,021123-0,GGG,,,,,,,,,,,,,,,,37255,33663,,,,,,,,,,,,,,,,,00005
Mercedes-Benz,C-200 Kompressor Avant.1.8 16V Aut,021193-1,GGG,,,,,,,,68465,63712,60945,58939,44525,,,,,,,,,,,,,,,,,,,,,,00005
Mercedes-Benz,C-200 Kompressor Classic 1.8 16V Aut.,021202-4,GGG,,,,,,,,62801,59140,56257,,,,,,,,,,,,,,,,,,,,,,,,00005
Mercedes-Benz,C-200 Sportcoupé Komp. 2.0 16V 163cv Aut,021143-5,GGG,,,,,,,,,,,,,,,45155,39407,,,,,,,,,,,,,,,,,,00004
Mercedes-Benz,C-200 Touring Komp. 2.0 16V 163cv 5p Aut,021142-7,GGG,,,,,,,,,,,,,,,45966,39475,,,,,,,,,,,,,,,,,,00005
Mercedes-Benz,C-200 Touring Komp. Avant. 1.8 16V Aut.,021210-5,GGG,,,,,,,,92315,78827,73163,,,,,,,,,,,,,,,,,,,,,,,,00005
Mercedes-Benz,C-220 Classic/Elegance/Sport,021002-1,GGG,,,,,,,,,,,,,,,,,,,,,,26669,24881,23927,21293,,,,,,,,,00005
Mercedes-Benz,C-230 Avantgarde 2.5 V6 24V 204cv Aut,021181-8,GGG,,,,,,,,,,,,52625,,,,,,,,,,,,,,,,,,,,,,00005
Mercedes-Benz,C-230 Komp. Sportcoupé 2.3 16V 197cv Aut,021132-0,GGG,,,,,,,,,,,,,,,46717,40171,,,,,,,,,,,,,,,,,,00005
Mercedes-Benz,C-230 Kompressor Avantgarde,021003-0,GGG,,,,,,,,,,,,,46695,39375,,,,26671,25588,24691,22986,21034,,,,,,,,,,,,00005
Mercedes-Benz,C-230 Sport/ Eleg./Touring Eleg.Plus 2.3,021077-3,GGG,,,,,,,,,,,,,,,,,,,27291,26483,25685,23605,,,,,,,,,,,,00005
Mercedes-Benz,C-230 Touring Avant. 2.5 24V 204cv Aut.,021192-3,GGG,,,,,,,,,,,77445,67998,,,,,,,,,,,,,,,,,,,,,,00005
Mercedes-Benz,C-230 Touring Kompressor,021022-6,GGG,,,,,,,,,,,,,48752,,,,,30723,28520,27639,26815,,,,,,,,,,,,,00005
Mercedes-Benz,C-240 AvantGarde 2.4/ 2.6 4p,021119-2,GGG,,,,,,,,,,,,,,,39501,37272,33733,,,,,,,,,,,,,,,,,00005
Mercedes-Benz,C-240 Classic,021050-1,GGG,,,,,,,,,,,,,,,,,,29720,24112,23298,,,,,,,,,,,,,,00005
Mercedes-Benz,C-240 Elegance 2.4,021040-4,GGG,,,,,,,,,,,,,,,,40364,35986,30049,27964,25348,22649,,,,,,,,,,,,,00005
Mercedes-Benz,C-240 Elegance 2.4 V6 24v 4p Aut.,021120-6,GGG,,,,,,,,,,,,,,,42346,40589,38547,,,,,,,,,,,,,,,,,00005
Mercedes-Benz,C-250 CGI Sport 1.8 16V Aut.,021242-3,GGG,183500,,,134488,128225,108616,89240,,,,,,,,,,,,,,,,,,,,,,,,,,,00005
Mercedes-Benz,C-250 CGI Sport Coupe 1.8 16V TB Aut.,021286-5,GGG,198699,,,142988,133175,,,,,,,,,,,,,,,,,,,,,,,,,,,,,00004
Mercedes-Benz,C-250 Sport 2.0 16V 211cv Aut.,021309-8,GGG,198800,174904,168660,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,00005
Mercedes-Benz,C-280 Avantgarde 3.0 V6 231cv Aut.,021203-2,GGG,,,,,,,,,71820,67487,,,,,,,,,,,,,,,,,,,,,,,,00005
Mercedes-Benz,C-280 Classic/Sport,021005-6,GGG,,,,,,,,,,,,,,,,,42889,30069,28504,26611,24980,24085,22812,22091,19419,,,,,,,,,00005
Mercedes-Benz,C-280 Elegance,021004-8,GGG,,,,,,,,,,,,,,,,,,32090,31100,27461,24985,24093,22855,22095,19571,,,,,,,,,00005
Mercedes-Benz,C-280 Touring,021041-2,GGG,,,,,,,,,,,,,,,,,41367,34990,33390,30771,27853,,,,,,,,,,,,,00005
Mercedes-Benz,C-300 Avantgarde 3.0 V6 24V 231cv Aut.,021222-9,GGG,,,,,,,126186,89959,,,,,,,,,,,,,,,,,,,,,,,,,,00005
Mercedes-Benz,C-300 Sport 3.0 V6 231cv Aut.,021236-9,GGG,,,,,,,130016,116615,,,,,,,,,,,,,,,,,,,,,,,,,,00005
Mercedes-Benz,C-320 AvantGarde 3.2 V6 24v 4p Aut.,021121-4,GGG,,,,,,,,,,,,,62491,59415,54828,42236,39792,,,,,,,,,,,,,,,,,00005
Mercedes-Benz,C-320 Elegance 3.2 V6 24v 4p Aut.,021122-2,GGG,,,,,,,,,,,,,62233,59093,51606,41889,38323,,,,,,,,,,,,,,,,,00005
Mercedes-Benz,C-320 Touring 3.2 V6 18v 4p Aut.,021131-1,GGG,,,,,,,,,,,,,75752,64973,55021,43931,,,,,,,,,,,,,,,,,,00005
Mercedes-Benz,C-350 Avantgarde/ Elegance 3.5 V6 272cv,021179-6,GGG,,,,,,,,,,96977,89557,60999,,,,,,,,,,,,,,,,,,,,,,00005
Mercedes-Benz,C-350 CGI Sport 3.5 306cv Aut.,021249-0,GGG,,,,,,191372,,,,,,,,,,,,,,,,,,,,,,,,,,,,00005
Mercedes-Benz,C-350 Sport 3.5 V6 272cv,021215-6,GGG,,,,,,,,155343,118252,108692,,,,,,,,,,,,,,,,,,,,,,,,00005
Mercedes-Benz,C-350 Sportcoupé 3.5 24V  272cv,021185-0,GGG,,,,,,,,,,,115645,106756,,,,,,,,,,,,,,,,,,,,,,00005
Mercedes-Benz,C-350 Touring AvantGarde 3.5 24V 272cv,021186-9,GGG,,,,,,,,,,,94616,81130,,,,,,,,,,,,,,,,,,,,,,00005
Mercedes-Benz,C-36 AMG,021006-4,GGG,,,,,,,,,,,,,,,,,,,,,45072,43237,41522,,,,,,,,,,,00005
Mercedes-Benz,C-43 AMG,021023-4,GGG,,,,,,,,,,,,,,,,,,57543,53322,43341,,,,,,,,,,,,,,00005
Mercedes-Benz,C-450 AMG Sport 3.0 TB 362cv Aut.,021333-0,GGG,309862,271216,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,00005
Mercedes-Benz,C-55 AMG 24V 367cv Aut.,021183-4,GGG,,,,,,,,,,,,107453,95819,78967,,,,,,,,,,,,,,,,,,,,00005
Mercedes-Benz,C-55 Touring AMG 24V 367cv Aut.,021184-2,GGG,,,,,,,,,,,,137232,,,,,,,,,,,,,,,,,,,,,,00005
Mercedes-Benz,C-63 AMG 6.2 V8 Aut.,021209-1,GGG,,,,350620,298859,268273,220703,189759,164871,145775,,,,,,,,,,,,,,,,,,,,,,,,00005
Mercedes-Benz,C-63 Coupe AMG 6.2 V8 Aut.,021251-2,GGG,513485,,,361646,310697,287275,,,,,,,,,,,,,,,,,,,,,,,,,,,,00004
Mercedes-Benz,C-63 Coupe AMG Black Series 6.3 V8 Aut.,021279-2,GGG,,,,,436774,385303,,,,,,,,,,,,,,,,,,,,,,,,,,,,00005
Mercedes-Benz,C-63 S AMG 4.0 V8  Bi-Turbo Aut.,021330-6,GGG,553900,499295,483652,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,00005
