marca,modelo,cod_fipe,Combus,novo_g,med16g,med15g,med14g,med13g,med12g,med11g,med10g,med09g,med08g,med07g,med06g,med05g,med04g,med03g,med02g,med01g,med00g,med99g,med98g,med97g,med96g,med95g,med94g,med93g,med92g,med91g,med90g,med89g,med88g,med87g,med86g,med85g,num_passag
Audi,A6 2.8 V6 30V Quattro Tiptronic,008094-2,GGG,,,,,,,,,,,,,,,,,45683,,,,,,,,,,,,,,,,,00005
Audi,A6 3.0 Avant V6 30V 218cv Multitronic 5p,008105-1,GGG,,,,,,,,,,,105066,71499,,,41379,37725,,,,,,,,,,,,,,,,,,00005
Audi,A6 3.0 Avant. TB FSI V6 Quattro Tip. 5p,008150-7,GGG,,,,,,250578,201274,152099,146135,,,,,,,,,,,,,,,,,,,,,,,,,00005
Audi,A6 3.0 Avant.TFSI V6 Quattro S tronic 5p,008179-5,GGG,,,,260048,243483,,,,,,,,,,,,,,,,,,,,,,,,,,,,,00005
Audi,A6 3.0 TB FSI V6 Quattro Tiptronic,008136-1,GGG,,,,,,196681,142472,116137,110242,,,,,,,,,,,,,,,,,,,,,,,,,00005
Audi,A6 3.0 TFSI V6 Quattro S tronic 4p,008178-7,GGG,334433,,286487,241165,211771,,,,,,,,,,,,,,,,,,,,,,,,,,,,,00005
Audi,A6 3.0 V6 30V 218cv Multitronic 4p,008103-5,GGG,,,,,,,,,,,,65382,60158,58104,36665,30733,,,,,,,,,,,,,,,,,,00005
Audi,A6 3.2 FSI 24V 255cv Multitronic,008128-0,GGG,,,,,,,,,,92100,88677,,,,,,,,,,,,,,,,,,,,,,,00005
Audi,A6 4.2 Avant Quattro Tiptronic,008061-6,GGG,,,,,,,,,,,,98908,,,,,45340,43632,,,,,,,,,,,,,,,,00005
Audi,A6 4.2 Quattro Tiptronic,008060-8,GGG,,,,,,,,,,157743,,96416,74189,,,41557,37217,29036,,,,,,,,,,,,,,,,00005
Audi,A6 Allroad 3.0 TFSI V6 Quattro S tronic,008180-9,GGG,353158,,302555,281804,269683,,,,,,,,,,,,,,,,,,,,,,,,,,,,,00005
Audi,A7 Sportback 3.0 TFSI Quattro S Tronic,008154-0,GGG,373330,328082,314885,269731,244801,207344,178395,,,,,,,,,,,,,,,,,,,,,,,,,,,00005
Audi,A8 3.0 TFSI 310cv Quattro Tiptronic 4p,008199-0,GGG,469756,,413494,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,00005
Audi,A8 4.0 TFSI Quattro Tiptronic,008187-6,GGG,554002,,477525,,457072,,,,,,,,,,,,,,,,,,,,,,,,,,,,,00004
Audi,A8 4.2 Quattro Tiptronic,008062-4,GGG,,,,,463703,407127,264962,,,218478,200530,170403,158745,144657,104058,72764,48782,44652,,,,,,,,,,,,,,,,00005
Audi,A8 4.2 V8 32V Tiptronic,008014-4,GGG,,,,,,,,,,,,,,,,,,58116,54263,42294,33906,30571,25856,20627,,,,,,,,,,00005
Audi,A8 6.0 W12 48V 450cv Quattro Tiptronic,008115-9,GGG,,,,,,,,,,,,247523,,,,,,,,,,,,,,,,,,,,,,00005
Audi,A8 6.3 W12 48V Quattro Tiptronic,008156-6,GGG,767632,,671152,549108,528376,500007,,,,,,,,,,,,,,,,,,,,,,,,,,,,00005
Audi,Allroad 2.7 30V Quattro Turbo Tiptronic,008079-9,GGG,,,,,,,,,,,,,52414,49612,39217,35167,33622,,,,,,,,,,,,,,,,,00006
Audi,Avant RS2,008015-2,GGG,,,,,,,,,,,,,,,,,,,,,,,77444,,,,,,,,,,,00005
Audi,Q3 1.4 TFSI 150cv S-tronic 5p,008201-5,GGG,137060,122031,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,00005
Audi,Q3 2.0 TFSI Quat. 170/180cv S-tronic 5p,008159-0,GGG,156063,138049,131572,122050,110891,,,,,,,,,,,,,,,,,,,,,,,,,,,,,00005
Audi,Q3 2.0 TFSI Quat. 211/220cv S-tronic 5p,008160-4,GGG,191488,152228,141697,135618,120289,,,,,,,,,,,,,,,,,,,,,,,,,,,,,00005
Audi,Q5 2.0 16V TFSI 225cv Quattro Tiptronic,008186-8,GGG,200470,182417,176520,169971,163144,,,,,,,,,,,,,,,,,,,,,,,,,,,,,00005
Audi,Q5 2.0 16V TFSI Quattro S Tronic,008134-5,GGG,,,,,162856,125715,114030,99517,96616,,,,,,,,,,,,,,,,,,,,,,,,,00005
Audi,Q5 3.0 V6 TFSI 272cv Quattro Tiptronic,008182-5,GGG,287374,251969,230276,214328,206178,,,,,,,,,,,,,,,,,,,,,,,,,,,,,00005
Audi,Q5 3.2 FSI V6 Quattro S Tronic,008137-0,GGG,,,,,,165244,141014,126489,115375,,,,,,,,,,,,,,,,,,,,,,,,,00005
Audi,Q7 3.0 V6 TFSI 333cv Quattro Tip. 4p,008152-3,GGG,336405,,304605,269770,226157,191919,174069,,,,,,,,,,,,,,,,,,,,,,,,,,,00007
Audi,Q7 3.6 V6 284cv Quattro Tiptronic,008129-9,GGG,,,,,,,,142998,116261,106800,,,,,,,,,,,,,,,,,,,,,,,,05-07
Audi,Q7 4.2 V8 40V 350cv Quattro Tiptronic,008122-1,GGG,,,,,,,,157933,134858,107151,87926,,,,,,,,,,,,,,,,,,,,,,,00007
Audi,R8 4.2 V8 426cv QUATTRO R-tronic,008147-7,GGG,,,,,,473399,439870,403526,348064,316224,,,,,,,,,,,,,,,,,,,,,,,,00002
Audi,R8 5.2 V10 QUATTRO R-tronic/S-tronic,008146-9,GGG,929685,,785227,752957,,607389,510655,481360,,,,,,,,,,,,,,,,,,,,,,,,,,00002
Audi,R8 GT 5.2 V10 560cv QUATTRO R-tronic,008158-2,GGG,,,,,,844891,,,,,,,,,,,,,,,,,,,,,,,,,,,,00002
Audi,R8 Spyder 5.2 QUATTRO R-tronic/S-tronic,008155-8,GGG,882560,,782855,751960,661164,621594,540255,523766,,,,,,,,,,,,,,,,,,,,,,,,,,00002
Audi,RS Q3 2.5 TFSI Quattro 310cv S-tronic 5p,008193-0,GGG,297666,258108,240776,221036,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,00005
Audi,RS3 Sportback 2.5 TFSI Quattro S-tronic,008157-4,GGG,,,,,243224,180728,,,,,,,,,,,,,,,,,,,,,,,,,,,,00005
Audi,RS4 2.7 Avant V6 30V BI-TB Quattro 380cv,008100-0,GGG,,,,,,,,,,,,,,,,,91537,,,,,,,,,,,,,,,,,00005
Audi,RS4 4.2 Avant 32V FSI Quattro S-tronic ,008183-3,GGG,450400,,397401,366130,350043,,,,,,,,,,,,,,,,,,,,,,,,,,,,,00005
Audi,RS5 4.2 FSI V8 450cv Quattro S-Tron. 2p,008151-5,GGG,459472,,401500,379985,365450,317509,234642,,,,,,,,,,,,,,,,,,,,,,,,,,,00005
Audi,RS6 4.0 Avant FSI BI-TB Quattro Tip. 5p,008189-2,GGG,559400,,478368,451881,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,00005
Audi,RS6 4.2 450cv BI-TB Quattro Tiptronic 4p,008112-4,GGG,,,,,,,,,,,,,,97976,94589,,,,,,,,,,,,,,,,,,,00005
Audi,RS6 4.2 Avant  BI-TB Quattro Tiptron. 5p,008111-6,GGG,,,,,,,,,,,,,,114931,109404,,,,,,,,,,,,,,,,,,,00005
Audi,RS6 5.0 Avant.FSI V10 Bi-TB Quattro Tip.,008149-3,GGG,,,,,,,401220,381318,,,,,,,,,,,,,,,,,,,,,,,,,,00005
Audi,RS6 5.0 FSI V10 Bi-TB Quattro Tip.,008148-5,GGG,,,,,,,399058,322276,,,,,,,,,,,,,,,,,,,,,,,,,,00005
Audi,RS7 Sportback 4.0 TFSI Quattro Tiptronic,008194-9,GGG,583000,,538010,484943,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,00004
Audi,S Q5 3.0 V6 TFSI 354cv Quattro Tiptronic,008191-4,GGG,321141,284085,271689,247543,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,00005
Audi,S3 1.8 225cv Turbo Quattro,008066-7,GGG,,,,,,,,,,,,,,,51103,43991,42515,38305,29049,,,,,,,,,,,,,,,00005
Audi,S3 Sedan 2.0 TFSI Quattro 286cv S-tronic,008196-5,GGG,226200,198694,178108,168457,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,00005
Audi,S3 Sportback 2.0 TFSI Quattro S Tronic,008140-0,GGG,221966,194609,175790,167889,,124586,107892,102393,,,,,,,,,,,,,,,,,,,,,,,,,,00005
Audi,S4 2.7 Avant Turbo Quattro,008069-1,GGG,,,,,,,,,,,,,,,,,51912,49477,,,,,,,,,,,,,,,,00005
Audi,S4 2.7 Turbo Quattro Mec.,008063-2,GGG,,,,,,,,,,,,,,,,,51069,47865,34905,,,,,,,,,,,,,,,00005
Audi,S4 3.0 Avant TFSI V6 24V Quattro Stronic,008163-9,GGG,,,,284357,269968,259146,,,,,,,,,,,,,,,,,,,,,,,,,,,,00005
Audi,S4 3.0 TFSI V6 24V Quattro Stronic,008162-0,GGG,,,,271455,262287,253953,206818,,,,,,,,,,,,,,,,,,,,,,,,,,,00005
Audi,S4 4.2 Avant V8 40V 344cv Quattro Tipt.,008114-0,GGG,,,,,,,,,,,,,138209,128619,,,,,,,,,,,,,,,,,,,,00005
Audi,S4 4.2 V8 40V 344cv Quattro Tiptronic,008113-2,GGG,,,,,,,,,,,,,122585,111610,,,,,,,,,,,,,,,,,,,,00005
Audi,S5 Cabriolet 3.0 TFSI Quattro Stronic,008168-0,GGG,,,,,307768,288479,,,,,,,,,,,,,,,,,,,,,,,,,,,,00004
Audi,S5 Coupê 3.0 TFSI Quattro Stronic,008167-1,GGG,,,,,287665,256421,,,,,,,,,,,,,,,,,,,,,,,,,,,,00004
Audi,S5 Sportback 3.0 TFSI Quattro Stronic,008166-3,GGG,360250,,318743,295504,257519,246803,,,,,,,,,,,,,,,,,,,,,,,,,,,,00005
Audi,S6 2.2 20V TB,008038-1,GGG,,,,,,,,,,,,,,,,,,,,,23084,20032,19201,16273,,,,,,,,,,00005
Audi,S6 2.2 Avant 20V TB,008078-0,GGG,,,,,,,,,,,,,,,,,,,,,23761,20871,19419,,,,,,,,,,,00005
Audi,S6 4.0 TFSI 450cv Quattro S-Tronic 4p,008202-3,GGG,438865,,386610,353541,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,00005
Audi,S6 4.2 Avant V8 40V Quattro Tiptronic,008097-7,GGG,,,,,,,,,,,,,,,,,71537,,,,,,,,,,,,,,,,,00005
Audi,S6 4.2 V8 40V Quattro Mec,008099-3,GGG,,,,,,,,,,,,,,,,,53484,,,,,,,,,,,,,,,,,00005
Audi,S6 4.2 V8 40V Quattro Tiptronic,008098-5,GGG,,,,,,,,,,,,,,91771,75851,60182,58297,,,,,,,,,,,,,,,,,00005
Audi,S6 5.2 Avant FSI V10 435cv QUATTRO Tiptr,008144-2,GGG,,,,,,,253252,229825,,,,,,,,,,,,,,,,,,,,,,,,,,00005
Audi,S6 5.2 FSI V10 435cv QUATTRO Tiptronic,008143-4,GGG,,,,,,,251881,227752,,,,,,,,,,,,,,,,,,,,,,,,,,00005
Audi,S6 Plus 4.2 Avant V8 32V,008016-0,GGG,,,,,,,,,,,,,,,,,,,,37089,35874,,,,,,,,,,,,,00005
Audi,S6 Plus 4.2 V8 32V,008039-0,GGG,,,,,,,,,,,,,,,,,,,,34269,28353,21765,,,,,,,,,,,,00005
Audi,S7 4.0 TFSI 420/450cv Quattro S-tronic,008188-4,GGG,485216,,427204,395774,359647,,,,,,,,,,,,,,,,,,,,,,,,,,,,,00005
Audi,S8 4.0 TFSI 520cv Quattro Tiptronic 4p,008198-1,GGG,654703,,587877,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,00005
Audi,S8 4.2 Mec,008028-4,GGG,,,,,,,,,,,,,,,,,,,,46033,39661,36106,,,,,,,,,,,,00005
Audi,S8 4.2 Quattro Mec.,008064-0,GGG,,,,,,,,,,,,,,,,,,69655,,,,,,,,,,,,,,,,00005
Audi,S8 4.2 Quattro Tiptronic,008065-9,GGG,,,,,,,,,,,,,,,,,,75717,,,,,,,,,,,,,,,,00005
Audi,S8 4.2 Tiptronic,008029-2,GGG,,,,,,,,,,,,,,,,,79682,63757,,43730,,,,,,,,,,,,,,00005
Audi,TT 1.8 TB 180cv,008034-9,GGG,,,,,,,,,,,,93082,81070,77539,71116,68622,63577,57486,,,,,,,,,,,,,,,,00002
Audi,TT 1.8 TB QUATTRO 225cv,008035-7,GGG,,,,,,,,,,,,97115,84830,77158,71016,68089,65596,60100,58048,,,,,,,,,,,,,,,00002
Audi,TT 2.0 16v TFSI S-Tronic,008126-4,GGG,219754,199847,192885,168975,154088,132701,121408,111285,105502,95019,88290,,,,,,,,,,,,,,,,,,,,,,,00004
Audi,TT Roadster 1.8 TB QUATTRO 225cv (Conv.),008075-6,GGG,,,,,,,,,,,,102670,92118,87509,81322,77714,75141,72898,,,,,,,,,,,,,,,,00005
Audi,TT Roadster 2.0 16v TFSI S-Tronic,008127-2,GGG,249976,230485,,170120,162449,153614,134536,127100,123255,119485,115855,,,,,,,,,,,,,,,,,,,,,,,00002
Audi,TTRS 2.5 TB FSI QUATTRO S Tronic,008176-0,GGG,,,,330437,315370,280683,,,,,,,,,,,,,,,,,,,,,,,,,,,,00002
Audi,TTRS Roadster 2.5 TB FSI QUATTRO STronic,008175-2,GGG,,,,340790,311209,280195,,,,,,,,,,,,,,,,,,,,,,,,,,,,00002
Audi,TTS 2.0 TFSI QUATTRO S Tronic,008141-8,GGG,,,,246770,233336,191742,156532,140482,,,,,,,,,,,,,,,,,,,,,,,,,,00004
Audi,TTS Roadster 2.0 TB FSI QUATTRO S Tronic,008142-6,GGG,,,,271146,253337,223378,175259,161176,,,,,,,,,,,,,,,,,,,,,,,,,,00002
BMW,116iA 1.6 TB 16V 136cv 5p,009171-5,GGG,111689,,93300,79897,73394,68582,,,,,,,,,,,,,,,,,,,,,,,,,,,,00005
BMW,118iA 2.0 16V 136cv 3p,009152-9,GGG,,,,,,62408,60262,,,,,,,,,,,,,,,,,,,,,,,,,,,00005
BMW,118iA 2.0 16V 136cv 5p,009136-7,GGG,,,,,,62410,56610,50486,,,,,,,,,,,,,,,,,,,,,,,,,,00005
BMW,118iA Full 1.6 TB 16V 170cv 5p,009169-3,GGG,,,,109322,97051,90320,,,,,,,,,,,,,,,,,,,,,,,,,,,,00005
BMW,118iA/ Urban/Sport 1.6 TB 16V 170cv 5p,009159-6,GGG,129321,,108762,89925,81497,74423,,,,,,,,,,,,,,,,,,,,,,,,,,,,00005
BMW,120i 2.0 16V 150cv/ 156cv 5p,009106-5,GGG,,,,,,,,,53120,50100,47895,45960,43481,,,,,,,,,,,,,,,,,,,,,00005
BMW,120iA 2.0 16V 150cv/ 156cv 5p,009105-7,GGG,,,,,,73390,70410,55998,53695,50622,48921,46054,43490,,,,,,,,,,,,,,,,,,,,,00005
BMW,120iA 2.0 16V 156cv 3p,009129-4,GGG,,,,,,,,,54583,52931,,,,,,,,,,,,,,,,,,,,,,,,00005
BMW,120iA Cabrio 2.0 16V 156cv 2p,009130-8,GGG,,,,,,130057,114516,97278,93387,,,,,,,,,,,,,,,,,,,,,,,,,00004
BMW,120iA Sport 2.0 ActiveFlex 16V Aut.,009212-6,GGG,119100,107824,103858,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,00005
BMW,125i M Sport/Active Flex 2.0 TB Aut. 5p,009176-6,GGG,161692,,139751,122091,109193,,,,,,,,,,,,,,,,,,,,,,,,,,,,,00005
BMW,130i 3.0 24V 265cv 5p,009109-0,GGG,,,,,,,,,83681,69282,67005,56723,,,,,,,,,,,,,,,,,,,,,,00005
BMW,130iA 3.0 24V 265cv 3p,009126-0,GGG,,,,,,,,,78238,66717,,,,,,,,,,,,,,,,,,,,,,,,00005
BMW,130iA 3.0 24V 265cv 5p,009117-0,GGG,,,,,,100619,88141,85455,82710,70120,67256,,,,,,,,,,,,,,,,,,,,,,,00005
BMW,135iA Coupé 3.0 24V 306cv,009135-9,GGG,,,,,,137437,127610,105838,101931,,,,,,,,,,,,,,,,,,,,,,,,,00004
BMW,225i Active Tourer Sport 2.0 TB Aut.,009208-8,GGG,179521,164228,156691,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,00005
BMW,316 (todas),009059-0,GGG,,,,,,,,,,,,,,,,,,,,,,,13630,13123,12622,12225,11530,11103,,,10670,10052,,00005
BMW,316i 1.6 TB 16V 136cv 4p,009189-8,GGG,118048,,96522,92680,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,00005
BMW,318i Cabrio 1.8 16V,009062-0,GGG,,,,,,,,,,,,,,,,,,,,,,,31724,27574,,,,,,,,,,00004
BMW,318i/iA 1.8 16V,009001-8,GGG,,,,,,,,,,,,,,,,,,,,22315,20893,19696,19100,18146,17597,16546,12425,,,,,,,00005
BMW,318i/iA Compact 1.8 16V,009061-1,GGG,,,,,,,,,,,,,,,,,,,,,18329,17565,16826,15158,,,,,,,,,,00005
BMW,318iA 2.0 16V 136cv 5p,009155-3,GGG,,,,,,76659,74167,,,,,,,,,,,,,,,,,,,,,,,,,,,00005
BMW,318iS/ISA 1.9 16V,009002-6,GGG,,,,,,,,,,,,,,,,,,,,22326,21302,19901,19225,18301,17155,,,,,,,,,00005
BMW,318Ti Compact Mec,009003-4,GGG,,,,,,,,,,,,,,,,,,,,19377,18227,16183,15681,,,,,,,,,,,00005
BMW,318Ti/TiA Compact 1.9 16V,009060-3,GGG,,,,,,,,,,,,,,,,,,,25350,22344,21401,20622,18147,,,,,,,,,,,00005
BMW,320i,009038-7,GGG,,,,,,,,,,,53198,50891,,,,,,,,,,,,,17385,16051,14873,,,,,,,00005
BMW,320iA,009039-5,GGG,,,,,,76218,67428,63366,61063,55100,53220,51622,38586,37220,36082,33442,31435,,,,,,,,19303,17531,16023,,,,,,,00005
BMW,320iA 2.0 TB M Sport ActiveFlex 16V 4p,009213-4,GGG,162228,,144428,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,00005
BMW,320iA 2.0 Turbo/ActiveFlex 16V 184cv  4p,009164-2,GGG,135395,,116975,105959,95622,,,,,,,,,,,,,,,,,,,,,,,,,,,,,00005
BMW,320iA GT Sport 2.0 Turbo 16V 184cv 5p,009185-5,GGG,172950,157837,141940,118652,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,00005
BMW,320iA Modern/Sport TB 2.0/A.Flex 16V 4p,009165-0,GGG,136815,,121110,116895,99907,,,,,,,,,,,,,,,,,,,,,,,,,,,,,00005
BMW,323Ci Coupê,009057-3,GGG,,,,,,,,,,,,,,,,,,38736,34343,,,,,,,,,,,,,,,00005
BMW,323CiA Coupê,009058-1,GGG,,,,,,,,,,,,,,,,,,44569,34965,,,,,,,,,,,,,,,00005
BMW,323i 2.5 24V,009063-8,GGG,,,,,,,,,,,,,,,,,32328,31227,29148,23352,,,,,,,,,,,,,,00005
BMW,323i Confort,009040-9,GGG,,,,,,,,,,,,,,,,,,27609,24967,21197,,,,,,,,,,,,,,00005
BMW,323i Sport,009083-2,GGG,,,,,,,,,,,,,,,,,,,,24782,,,,,,,,,,,,,,00005
BMW,323i Touring,009030-1,GGG,,,,,,,,,,,,,,,,,,34967,31687,26881,,,,,,,,,,,,,,00005
BMW,323i/iA Exclusive,009042-5,GGG,,,,,,,,,,,,,,,,,,34612,31635,26473,22012,,,,,,,,,,,,,00005
BMW,323iA 2.5 24V,009064-6,GGG,,,,,,,,,,,,,,,,,36193,32024,29145,24521,,,,,,,,,,,,,,00005
BMW,323iA Confort,009041-7,GGG,,,,,,,,,,,,,,,,,,33151,32130,23757,,,,,,,,,,,,,,00005
BMW,323iA Entry Sedan,009054-9,GGG,,,,,,,,,,,,,,,,,,34801,,,,,,,,,,,,,,,,00005
BMW,323iA Sport,009043-3,GGG,,,,,,,,,,,,,,,,,38055,36815,30463,25551,,,,,,,,,,,,,,00005
BMW,323iA Top Sedan,009056-5,GGG,,,,,,,,,,,,,,,,42919,36270,34826,31079,,,,,,,,,,,,,,,00005
BMW,323iA Touring,009044-1,GGG,,,,,,,,,,,,,,,,,,,36545,35455,,,,,,,,,,,,,,00005
BMW,323Ti Compact,009031-0,GGG,,,,,,,,,,,,,,,,,,27216,23095,21876,,,,,,,,,,,,,,00005
BMW,323Ti Compact Sport,009032-8,GGG,,,,,,,,,,,,,,,,,,32902,30832,24076,,,,,,,,,,,,,,00005
BMW,323TiA Compact Top,009033-6,GGG,,,,,,,,,,,,,,,,,,,24569,23821,,,,,,,,,,,,,,00005
BMW,325i,009004-2,GGG,,,,,,,,,,,,,,,,,33798,,,,,20365,19269,18640,17695,15286,14088,13208,11748,9944,9283,8808,,00005
BMW,325i/iA Cabrio,009005-0,GGG,,,,,,,,,,,,,,,,,,,,,,43930,42394,40427,27922,,,,,,,,,00004
BMW,325iA,009036-0,GGG,,,,,,87926,79732,73329,70347,60411,58067,52074,48913,46157,40347,36439,34904,,,,,25486,23788,22410,21630,20885,16096,15554,13769,,,,,00005
BMW,325iA 2.5 24V Protection,009094-8,GGG,,,,,,,,,,,,,,,49665,44290,41362,,,,,,,,,,,,,,,,,00005
BMW,325iA Coupé 2.5 24V 2p,009091-3,GGG,,,,,,,,114598,101620,90979,83051,,,,,47838,38770,,,,,,,,,,,,,,,,,00004
BMW,325iA Touring,009112-0,GGG,,,,,,,,,105128,73733,68591,61347,,,,,,,,,,,,,,,,,,,,,,00005
BMW,328i Exclusive 2.8 24V,009066-2,GGG,,,,,,,,,,,,,,,,,,34673,33141,30705,27902,,,,,,,,,,,,,00005
BMW,328i Touring/Sport,009034-4,GGG,,,,,,,,,,,,,,,,,,,31033,29377,24510,23061,,,,,,,,,,,,00005
BMW,328i/iA   ( modelo antigo ),009006-9,GGG,,,,,,,,,,,,,,,,,,,,26973,25006,23025,,,,,,,,,,,,00005
BMW,328i/iA (novo modelo),009086-7,GGG,,,,,,,,,,,,,,,,,,35345,33700,29981,,,,,,,,,,,,,,00005
BMW,328i/iA Cabrio,009022-0,GGG,,,,,,,,,,,,,,,,,,,,40643,33885,30185,,,,,,,,,,,,00004
BMW,328iA 2.0 TB/2.0 TB Flex 16V 4p,009160-0,GGG,,,,145175,130537,118949,,,,,,,,,,,,,,,,,,,,,,,,,,,,00005
BMW,328iA Exclusive 2.8 24V,009067-0,GGG,,,,,,,,,,,,,,,,,,35451,33856,32102,29987,,,,,,,,,,,,,00005
BMW,328iA GT M Sport 2.0 Turbo 16V 245cv 5p,009187-1,GGG,219616,196969,179936,156052,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,00005
BMW,328iA Luxury/Modern 2.0 TB 16V 4p,009161-8,GGG,,,,,132874,127302,,,,,,,,,,,,,,,,,,,,,,,,,,,,00005
BMW,328iA M Sport 2.0 16V Flex 4p,009215-0,GGG,206450,,176950,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,00005
BMW,328iA Plus 2.0 TB 16V 245cv 4p,009163-4,GGG,,,,,133060,,,,,,,,,,,,,,,,,,,,,,,,,,,,,00005
BMW,328iA Sport 2.0 16V/2.0 16V Flex 4p,009162-6,GGG,198415,176811,157996,144425,127538,,,,,,,,,,,,,,,,,,,,,,,,,,,,,00005
BMW,328iA Touring/Sport,009065-4,GGG,,,,,,,,,,,,,,,,,,,34036,32911,25365,24598,,,,,,,,,,,,00005
BMW,330Ci Cabriolet,009093-0,GGG,,,,,,,,,,,,,,93199,80410,65511,62977,60736,,,,,,,,,,,,,,,,00004
BMW,330CiA Cabriolet,009087-5,GGG,,,,,,,,,,,,101465,98088,94830,83588,80867,67029,,,,,,,,,,,,,,,,,00005
BMW,330i MotorSport 3.0 24V 4p,009092-1,GGG,,,,,,,,,,,,,,,46569,43653,40316,,,,,,,,,,,,,,,,,00004
BMW,330iA Exclusive 3.0 24V 4p,009113-8,GGG,,,,,,,,,,,,59206,,,,,,,,,,,,,,,,,,,,,,00005
BMW,330iA MotorSport 4p,009088-3,GGG,,,,,,,,,,,80554,65178,62380,50378,47251,45488,40681,,,,,,,,,,,,,,,,,00005
BMW,330iA Top 4p,009089-1,GGG,,,,,,,,,,,70117,59857,49855,48188,45231,36300,35201,,,,,,,,,,,,,,,,,00005
BMW,335i 3.0 ActiveHybrid 3,009182-0,GGG,,,,234979,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,00005
BMW,335iA 3.0 24V 306cv,009122-7,GGG,,,,,,177836,132968,117404,98443,81406,78175,,,,,,,,,,,,,,,,,,,,,,,00005
BMW,335iA Cabriolet 3.0 24V 306cv,009124-3,GGG,,,,,,198136,188618,165116,144359,118761,,,,,,,,,,,,,,,,,,,,,,,,00004
BMW,335iA M Sport 3.0 24V 306cv 4p,009184-7,GGG,295633,,240089,213727,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,00005
BMW,335iA Sport 3.0 24V 306cv 4p,009170-7,GGG,,,,,188086,168451,,,,,,,,,,,,,,,,,,,,,,,,,,,,00005
BMW,420i Cabriolet Sport 2.0 TB 184cv 2p,009203-7,GGG,215092,198534,186561,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,00004
BMW,428i Cabriolet Sport 2.0 TB 245cv 2p,009194-4,GGG,247307,221508,211574,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,00002
BMW,428i Gran Coupe M Sport 2.0 TB 245cv,009201-0,GGG,246807,214259,202045,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,00005
BMW,428i Gran Coupe Sport 2.0 TB 245cv,009202-9,GGG,233600,,202641,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,00005
BMW,435iA M Sport Coupe 3.0 24V 306cv 2p,009190-1,GGG,,,249699,239589,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,00004
BMW,520i 2.0 16V,009047-6,GGG,,,,,,,,,,,,,,,,,,,,,,,,,15808,14496,13867,,,,,,,00005
BMW,525i/iA,009007-7,GGG,,,,,,,,,,,,,,,39100,36120,35020,,,,,23694,21274,19010,18422,17745,16011,14090,,,,,,00005
BMW,525i/iA Touring,009068-9,GGG,,,,,,,,,,,,,,,,,,,,,,,21631,20271,19645,17810,16050,,,,,,,00005
BMW,528i/iA,009008-5,GGG,,,,,,,,,,,,,,,,,,33780,31285,27221,25537,22639,,,,,,,,,,,,00005
BMW,528iA 2.0 Turbo 16V 245cv 4p,009168-5,GGG,,,,196504,173163,159977,,,,,,,,,,,,,,,,,,,,,,,,,,,,00005
BMW,528IA High,009023-9,GGG,,,,,,,,,,,,,,,,,38918,34069,33025,31657,28850,25491,,,,,,,,,,,,00005
BMW,528iA M Sport 2.0 Turbo 16V 245cv 4p,009183-9,GGG,273150,245842,217751,186409,174427,,,,,,,,,,,,,,,,,,,,,,,,,,,,,00005
BMW,528IA Touring,009024-7,GGG,,,,,,,,,,,,,,,,,,,27747,26810,20585,19173,,,,,,,,,,,,00005
BMW,530i/iA,009009-3,GGG,,,,,,,,105469,96941,85442,73707,67980,58521,53815,49649,41572,38139,,,,,27286,21491,20719,19665,16761,,,,,,,,00005
BMW,530i/iA Touring,009069-7,GGG,,,,,,,,,,,,,,,,,,,,,,,24832,22739,19715,17364,,,,,,,,00005
BMW,535i/iA 3.5 24V,009037-9,GGG,,,,,,,,,,,,,,,,,,,,,,,,,20870,18023,17467,15741,,,,,,00005
BMW,535iA 3.0 24V 306cv Bi-Turbo,009146-4,GGG,,,,,225496,169247,161855,157010,,,,,,,,,,,,,,,,,,,,,,,,,,00005
BMW,535iA GT 3.0 306cv Bi-Turbo,009148-0,GGG,,,,,,190064,163200,,,,,,,,,,,,,,,,,,,,,,,,,,,00005
BMW,535iA M Sport 3.0 24V 306cv Bi-Turbo,009179-0,GGG,302400,272332,256401,214174,203487,,,,,,,,,,,,,,,,,,,,,,,,,,,,,00005
